lat,lon,alt,date,device,os,version
42.4483528137,-6.94508266449,514.439697266,2012-04-27 19:03:28,"iPhone3,1",5.1,1.1
42.4302825928,-6.96159601212,495.567779541,2012-04-27 23:32:16,"iPhone3,1",5.1,1.1
42.4157676697,-6.98889112473,336.091003418,2012-04-27 23:36:32,"iPhone3,1",5.1,1.1
42.4471931458,-6.94547700882,339.491516113,2012-04-28 01:59:28,"iPhone3,1",5.1,1.1
42.4354438782,-6.95887470245,531.307739258,2012-04-28 12:30:56,"iPhone3,1",5.1,1.1
42.4480857849,-6.94483613968,531.307739258,2012-04-28 12:52:16,"iPhone3,1",5.1,1.1
42.4230003357,-6.97274065018,517.523986816,2012-04-28 21:56:16,"iPhone3,1",5.1,1.1
42.4485588074,-6.94390583038,509.910064697,2012-04-28 22:02:40,"iPhone3,1",5.1,1.1
42.4491729736,-6.94307088852,509.910064697,2012-04-28 23:13:04,"iPhone3,1",5.1,1.1
42.4478759766,-6.94528865814,489.85760498,2012-04-28 23:15:12,"iPhone3,1",5.1,1.1
42.4480934143,-6.9455871582,457.619049072,2012-04-28 23:17:20,"iPhone3,1",5.1,1.1
42.4241676331,-6.97678184509,457.619049072,2012-04-28 23:30:08,"iPhone3,1",5.1,1.1
42.4164199829,-6.98546743393,336.133148193,2012-04-28 23:34:24,"iPhone3,1",5.1,1.1
42.4159660339,-6.9881529808,345.175079346,2012-04-29 03:48:16,"iPhone3,1",5.1,1.1
42.4468231201,-6.94588899612,341.118652344,2012-04-29 05:22:08,"iPhone3,1",5.1,1.1
42.4474449158,-6.946641922,545.346008301,2012-04-29 15:47:12,"iPhone3,1",5.1,1.1
42.502822876,-6.83860397339,520.260253906,2012-04-29 16:38:24,"iPhone3,1",5.1,1.1
42.5204162598,-6.91785764694,812.21496582,2012-04-29 16:44:48,"iPhone3,1",5.1,1.1
42.5107574463,-6.83915901184,704.098205566,2012-04-29 17:18:56,"iPhone3,1",5.1,1.1
42.5005607605,-6.83612394333,409.456756592,2012-04-29 17:38:08,"iPhone3,1",5.1,1.1
42.4245910645,-6.97706604004,389.651184082,2012-04-29 18:35:44,"iPhone3,1",5.1,1.1
42.4481468201,-6.94497919083,0,2012-04-29 21:28:32,"iPhone3,1",5.1,1.1
42.4217224121,-6.97450065613,497.348205566,2012-04-29 21:58:24,"iPhone3,1",5.1,1.1
42.4463882446,-6.94581270218,508.600585938,2012-04-29 22:04:48,"iPhone3,1",5.1,1.1
42.42578125,-6.9700717926,515.563537598,2012-04-30 08:23:28,"iPhone3,1",5.1,1.1
42.4481620789,-6.9447555542,482.540740967,2012-04-30 08:29:52,"iPhone3,1",5.1,1.1
42.4237937927,-6.98041296005,511.966461182,2012-04-30 17:55:12,"iPhone3,1",5.1,1.1
42.4176445007,-6.98525571823,336.665710449,2012-04-30 18:05:52,"iPhone3,1",5.1,1.1
42.4247512817,-6.97573709488,339.077301025,2012-04-30 18:54:56,"iPhone3,1",5.1,1.1
42.4481620789,-6.94496488571,396.032073975,2012-04-30 19:01:20,"iPhone3,1",5.1,1.1
42.4355316162,-6.96018266678,504.293609619,2012-04-30 22:26:08,"iPhone3,1",5.1,1.1
42.419960022,-6.97667980194,364.56552124,2012-04-30 22:30:24,"iPhone3,1",5.1,1.1
42.4481468201,-6.94497776031,450.06036377,2012-04-30 22:36:48,"iPhone3,1",5.1,1.1
42.4198150635,-6.97990989685,516.969848633,2012-04-30 23:30:08,"iPhone3,1",5.1,1.1
42.4158172607,-6.98766517639,346.308654785,2012-04-30 23:38:40,"iPhone3,1",5.1,1.1
42.4481315613,-6.94500303268,339.024230957,2012-05-01 01:59:28,"iPhone3,1",5.1,1.1
42.4245796204,-6.97116136551,503.069122314,2012-05-01 14:28:16,"iPhone3,1",5.1,1.1
42.4473190308,-6.93917131424,558.75970459,2012-05-01 15:04:32,"iPhone3,1",5.1,1.1
42.4458427429,-6.94635295868,506.324188232,2012-05-01 18:33:36,"iPhone3,1",5.1,1.1
42.4218215942,-6.97462749481,503.944732666,2012-05-01 19:52:32,"iPhone3,1",5.1,1.1
42.4150733948,-6.98168230057,316.902404785,2012-05-01 20:05:20,"iPhone3,1",5.1,1.1
42.4481658936,-6.94498872757,316.902404785,2012-05-01 20:56:32,"iPhone3,1",5.1,1.1
42.4281692505,-6.97333717346,521.769165039,2012-05-02 09:14:40,"iPhone3,1",5.1,1.1
42.4192237854,-6.99500179291,384.668487549,2012-05-02 09:18:56,"iPhone3,1",5.1,1.1
42.4176292419,-6.98526668549,333.558013916,2012-05-02 09:42:24,"iPhone3,1",5.1,1.1
42.4481620789,-6.94499254227,333.558013916,2012-05-02 10:59:12,"iPhone3,1",5.1,1.1
42.4261474609,-6.9744052887,502.758300781,2012-05-02 15:40:48,"iPhone3,1",5.1,1.1
42.4181289673,-6.98494720459,336.151641846,2012-05-02 15:47:12,"iPhone3,1",5.1,1.1
42.4468955994,-6.94023895264,332.050079346,2012-05-02 16:02:08,"iPhone3,1",5.1,1.1
42.4905014038,-6.83763027191,520.297302246,2012-05-02 16:12:48,"iPhone3,1",5.1,1.1
42.5506896973,-6.75804138184,465.57321167,2012-05-02 16:17:04,"iPhone3,1",5.1,1.1
42.5611801147,-6.57306528091,512.856811523,2012-05-02 16:27:44,"iPhone3,1",5.1,1.1
42.6168289185,-6.37531328201,589.466064453,2012-05-02 16:34:08,"iPhone3,1",5.1,1.1
42.5392036438,-6.15064573288,1133.7578125,2012-05-02 16:40:32,"iPhone3,1",5.1,1.1
42.4620780945,-6.07308340073,1055.32775879,2012-05-02 16:49:04,"iPhone3,1",5.1,1.1
42.3624382019,-5.96379709244,868.620849609,2012-05-02 16:55:28,"iPhone3,1",5.1,1.1
42.2933235168,-5.91388273239,783.242370605,2012-05-02 17:01:52,"iPhone3,1",5.1,1.1
42.2155036926,-5.80893754959,783.242370605,2012-05-02 17:06:08,"iPhone3,1",5.1,1.1
42.1115036011,-5.73174476624,755.747253418,2012-05-02 17:14:40,"iPhone3,1",5.1,1.1
42.068611145,-5.69780397415,783.636962891,2012-05-02 17:21:04,"iPhone3,1",5.1,1.1
41.9911994934,-5.65704345703,736.039367676,2012-05-02 17:27:28,"iPhone3,1",5.1,1.1
41.85887146,-5.41780567169,745.93170166,2012-05-02 17:38:08,"iPhone3,1",5.1,1.1
41.7834701538,-5.32402849197,741.923400879,2012-05-02 17:44:32,"iPhone3,1",5.1,1.1
41.6685409546,-5.20577049255,763.333679199,2012-05-02 17:48:48,"iPhone3,1",5.1,1.1
41.6199684143,-5.15451145172,744.295471191,2012-05-02 17:55:12,"iPhone3,1",5.1,1.1
41.4814186096,-5.00028753281,724.950927734,2012-05-02 18:01:36,"iPhone3,1",5.1,1.1
41.4042358398,-4.96390485764,713.538452148,2012-05-02 18:05:52,"iPhone3,1",5.1,1.1
41.3531608582,-4.93602561951,767.144836426,2012-05-02 18:12:16,"iPhone3,1",5.1,1.1
41.2487640381,-4.87315893173,731.674743652,2012-05-02 18:16:32,"iPhone3,1",5.1,1.1
41.1616897583,-4.79583597183,798.313415527,2012-05-02 18:27:12,"iPhone3,1",5.1,1.1
40.9462547302,-4.60506820679,896.59185791,2012-05-02 18:35:44,"iPhone3,1",5.1,1.1
40.854221344,-4.54684638977,926.420043945,2012-05-02 18:40:00,"iPhone3,1",5.1,1.1
40.7813682556,-4.41263008118,1087.92456055,2012-05-02 18:46:24,"iPhone3,1",5.1,1.1
40.7431182861,-4.29372501373,1152.23986816,2012-05-02 18:52:48,"iPhone3,1",5.1,1.1
40.7208824158,-4.197514534,1219.32714844,2012-05-02 18:57:04,"iPhone3,1",5.1,1.1
40.6886901855,-4.13294410706,1193.79797363,2012-05-02 19:07:44,"iPhone3,1",5.1,1.1
40.6480484009,-4.05460977554,913.519287109,2012-05-02 19:12:00,"iPhone3,1",5.1,1.1
40.5934562683,-3.94205093384,868.698608398,2012-05-02 19:18:24,"iPhone3,1",5.1,1.1
40.5258026123,-3.88498163223,750.037597656,2012-05-02 19:22:40,"iPhone3,1",5.1,1.1
40.4651527405,-3.80119752884,680.038513184,2012-05-02 19:29:04,"iPhone3,1",5.1,1.1
40.4389343262,-3.71095585823,683.75,2012-05-02 19:35:28,"iPhone3,1",5.1,1.1
40.4318466187,-3.71043515205,687.200012207,2012-05-02 19:48:16,"iPhone3,1",5.1,1.1
40.4408226013,-3.69909691811,683.946166992,2012-05-03 07:08:48,"iPhone3,1",5.1,1.1
40.4370689392,-3.7023832798,680.242675781,2012-05-03 07:15:12,"iPhone3,1",5.1,1.1
40.4296226501,-3.7057890892,683.375732422,2012-05-03 07:19:28,"iPhone3,1",5.1,1.1
40.4235572815,-3.71123766899,657.735229492,2012-05-03 07:25:52,"iPhone3,1",5.1,1.1
40.4203033447,-3.71663498878,615.75,2012-05-03 07:32:16,"iPhone3,1",5.1,1.1
40.3991165161,-3.76745390892,659.991699219,2012-05-03 07:36:32,"iPhone3,1",5.1,1.1
40.4026184082,-3.78711724281,654.971130371,2012-05-03 07:45:04,"iPhone3,1",5.1,1.1
40.4003219604,-3.77757096291,674.872070312,2012-05-03 07:53:36,"iPhone3,1",5.1,1.1
40.4077720642,-3.75314116478,660.459106445,2012-05-03 08:08:32,"iPhone3,1",5.1,1.1
40.4202651978,-3.72186589241,639.67767334,2012-05-03 08:12:48,"iPhone3,1",5.1,1.1
40.4301147461,-3.71097040176,628.262817383,2012-05-03 08:25:36,"iPhone3,1",5.1,1.1
40.4236869812,-3.7116496563,683.348205566,2012-05-04 08:14:56,"iPhone3,1",5.1,1.1
40.4209747314,-3.70685529709,656.994689941,2012-05-04 08:21:20,"iPhone3,1",5.1,1.1
40.4310379028,-3.71646142006,676.125488281,2012-05-04 12:33:04,"iPhone3,1",5.1,1.1
40.4202232361,-3.7061753273,683.856506348,2012-05-04 18:10:08,"iPhone3,1",5.1,1.1
40.4370918274,-3.70082569122,681.345947266,2012-05-04 19:39:44,"iPhone3,1",5.1,1.1
40.4414825439,-3.69910311699,698.538146973,2012-05-04 22:47:28,"iPhone3,1",5.1,1.1
40.4303436279,-3.7110285759,687.489624023,2012-05-04 22:53:52,"iPhone3,1",5.1,1.1
40.4278373718,-3.69714212418,682.283569336,2012-05-06 20:37:20,"iPhone3,1",5.1,1.1
40.4410629272,-3.69894599915,682.283569336,2012-05-06 20:52:16,"iPhone3,1",5.1,1.1
40.4298324585,-3.70577287674,697.038330078,2012-05-07 13:02:56,"iPhone3,1",5.1,1.1
40.4307441711,-3.71346521378,694.151611328,2012-05-07 13:07:12,"iPhone3,1",5.1,1.1
40.4201583862,-3.7057929039,684.284362793,2012-05-07 18:22:56,"iPhone3,1",5.1,1.1
40.423538208,-3.71134662628,679.97467041,2012-05-07 19:33:20,"iPhone3,1",5.1,1.1
