lat,lon,alt,date,device,os,version
40.7001495361,-73.9873886108,34.4949760437,2012-03-29 01:14:40,"iPhone4,1",5.1,1.0
40.6644287109,-73.9950027466,36.4444313049,2012-03-29 01:23:12,"iPhone4,1",5.1,1.0
40.6771621704,-73.9723358154,46.5880012512,2012-03-29 01:25:20,"iPhone4,1",5.1,1.0
40.6761932373,-73.9664459229,47.1700553894,2012-03-29 01:31:44,"iPhone4,1",5.1,1.0
40.6845741272,-73.9815750122,50.7692298889,2012-03-29 04:24:32,"iPhone4,1",5.1,1.0
40.6767234802,-73.9650115967,50.6006584167,2012-03-29 04:39:28,"iPhone4,1",5.1,1.0
40.6824645996,-73.9794158936,49,2012-03-29 13:09:20,"iPhone4,1",5.1,1.0
40.6863288879,-73.9852676392,16,2012-03-29 13:28:32,"iPhone4,1",5.1,1.0
40.6838722229,-73.9789505005,30.1383152008,2012-03-29 14:28:16,"iPhone4,1",5.1,1.0
40.7176704407,-73.996711731,28.6552581787,2012-03-29 14:49:36,"iPhone4,1",5.1,1.0
40.7067565918,-73.9912490845,34.41563797,2012-03-30 01:01:52,"iPhone4,1",5.1,1.0
40.6768989563,-73.9775314331,30.3476696014,2012-03-30 01:08:16,"iPhone4,1",5.1,1.0
40.6794624329,-73.9682235718,41.2732086182,2012-03-30 01:14:40,"iPhone4,1",5.1,1.0
40.6737556458,-73.9842147827,66,2012-03-30 01:18:56,"iPhone4,1",5.1,1.0
40.6797447205,-73.9677963257,37,2012-03-30 01:25:20,"iPhone4,1",5.1,1.0
40.6754226685,-73.9622421265,50.5999984741,2012-03-30 02:42:08,"iPhone4,1",5.1,1.0
40.6840782166,-73.9805297852,50.3333320618,2012-03-30 03:50:24,"iPhone4,1",5.1,1.0
40.6764526367,-73.964225769,48,2012-03-30 04:09:36,"iPhone4,1",5.1,1.0
40.6841926575,-73.9807739258,50.25,2012-03-30 06:00:32,"iPhone4,1",5.1,1.0
40.677696228,-73.9676513672,36,2012-03-30 06:15:28,"iPhone4,1",5.1,1.0
40.683757782,-73.9799346924,85,2012-03-30 07:45:04,"iPhone4,1",5.1,1.0
40.6778335571,-73.9671707153,21,2012-03-30 08:00:00,"iPhone4,1",5.1,1.0
40.6832504272,-73.9789886475,128,2012-03-30 09:12:32,"iPhone4,1",5.1,1.0
40.6777801514,-73.9672775269,66,2012-03-30 09:27:28,"iPhone4,1",5.1,1.0
40.6833381653,-73.9790039062,76,2012-03-30 10:42:08,"iPhone4,1",5.1,1.0
40.6766548157,-73.9649658203,51.1712722778,2012-03-30 10:57:04,"iPhone4,1",5.1,1.0
40.6673049927,-73.98387146,45.2223968506,2012-03-30 15:38:40,"iPhone4,1",5.1,1.0
40.6755523682,-73.962928772,53.5669746399,2012-03-30 15:42:56,"iPhone4,1",5.1,1.0
40.6815567017,-73.9753952026,15,2012-03-30 16:25:36,"iPhone4,1",5.1,1.0
40.6759719849,-73.9634170532,50.5510139465,2012-03-30 16:42:40,"iPhone4,1",5.1,1.0
40.6821327209,-73.9764328003,50.444442749,2012-03-30 17:42:24,"iPhone4,1",5.1,1.0
40.6766662598,-73.9648895264,50.6467056274,2012-03-30 17:57:20,"iPhone4,1",5.1,1.0
40.6845741272,-73.9815750122,50.3846168518,2012-03-30 19:46:08,"iPhone4,1",5.1,1.0
40.6809539795,-73.9657821655,46.174331665,2012-03-30 19:50:24,"iPhone4,1",5.1,1.0
40.6908531189,-73.978187561,53,2012-03-30 20:01:04,"iPhone4,1",5.1,1.0
40.6962013245,-73.987991333,41.7015228271,2012-03-30 20:07:28,"iPhone4,1",5.1,1.0
40.7192344666,-73.9982452393,36,2012-03-30 20:16:00,"iPhone4,1",5.1,1.0
40.7256889343,-74.0073928833,38.59790802,2012-03-30 20:20:16,"iPhone4,1",5.1,1.0
40.7316246033,-74.1315841675,31.6971302032,2012-03-30 20:54:24,"iPhone4,1",5.1,1.0
40.6877479553,-74.183013916,18,2012-03-30 20:58:40,"iPhone4,1",5.1,1.0
40.6953544617,-74.1776351929,0,2012-03-30 21:09:20,"iPhone4,1",5.1,1.0
40.7252731323,-74.168258667,12.2768764496,2012-03-30 22:13:20,"iPhone4,1",5.1,1.0
40.6974143982,-74.175201416,12.0769691467,2012-03-30 22:17:36,"iPhone4,1",5.1,1.0
40.690990448,-74.1893386841,18.1540374756,2012-03-30 23:25:52,"iPhone4,1",5.1,1.0
40.7115936279,-74.1750564575,32,2012-03-30 23:34:24,"iPhone4,1",5.1,1.0
40.703125,-74.1665267944,21,2012-03-30 23:53:36,"iPhone4,1",5.1,1.0
37.7823600769,-122.406150818,17.6420135498,2012-03-31 10:20:48,"iPhone4,1",5.1,1.0
